"wsj_0161.tml"	3	"e1"	"REPORTING"	"said"	"e1"	"PAST"	"NONE"	"VERB"	"POS"	"AUTHOR"	"Hadson Corp. said it expects to report a third-quarter net loss of $17 million to $19 million because of special reserves and continued low natural-gas prices."	"CT+"
"wsj_0161.tml"	3	"e2"	"I_STATE"	"expects"	"e2"	"PRESENT"	"NONE"	"VERB"	"POS"	"Corp._AUTHOR"	"Hadson Corp. said it expects to report a third-quarter net loss of $17 million to $19 million because of special reserves and continued low natural-gas prices."	"CT+"
"wsj_0161.tml"	3	"e2"	"I_STATE"	"expects"	"e2"	"PRESENT"	"NONE"	"VERB"	"POS"	"AUTHOR"	"Hadson Corp. said it expects to report a third-quarter net loss of $17 million to $19 million because of special reserves and continued low natural-gas prices."	"Uu"
"wsj_0161.tml"	3	"e4"	"REPORTING"	"report"	"e4"	"INFINITIVE"	"NONE"	"VERB"	"POS"	"it=Corp._AUTHOR"	"Hadson Corp. said it expects to report a third-quarter net loss of $17 million to $19 million because of special reserves and continued low natural-gas prices."	"PR+"
"wsj_0161.tml"	3	"e4"	"REPORTING"	"report"	"e4"	"INFINITIVE"	"NONE"	"VERB"	"POS"	"AUTHOR"	"Hadson Corp. said it expects to report a third-quarter net loss of $17 million to $19 million because of special reserves and continued low natural-gas prices."	"Uu"
"wsj_0161.tml"	3	"e5"	"OCCURRENCE"	"loss"	"e5"	"NONE"	"NONE"	"NOUN"	"POS"	"it=Corp._AUTHOR"	"Hadson Corp. said it expects to report a third-quarter net loss of $17 million to $19 million because of special reserves and continued low natural-gas prices."	"PR+"
"wsj_0161.tml"	3	"e5"	"OCCURRENCE"	"loss"	"e5"	"NONE"	"NONE"	"NOUN"	"POS"	"AUTHOR"	"Hadson Corp. said it expects to report a third-quarter net loss of $17 million to $19 million because of special reserves and continued low natural-gas prices."	"Uu"
"wsj_0161.tml"	4	"e12"	"OCCURRENCE"	"reimbursed"	"e12"	"FUTURE"	"NONE"	"VERB"	"NEG"	"energy_AUTHOR"	"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed."	"CT-"
"wsj_0161.tml"	4	"e12"	"OCCURRENCE"	"reimbursed"	"e12"	"FUTURE"	"NONE"	"VERB"	"NEG"	"AUTHOR"	"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed."	"Uu"
"wsj_0161.tml"	4	"e64"	"STATE"	"reserve"	"e64"	"NONE"	"NONE"	"NOUN"	"POS"	"energy_AUTHOR"	"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed."	"CT+"
"wsj_0161.tml"	4	"e64"	"STATE"	"reserve"	"e64"	"NONE"	"NONE"	"NOUN"	"POS"	"AUTHOR"	"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed."	"Uu"
"wsj_0161.tml"	4	"e65"	"OCCURRENCE"	"charge"	"e65"	"NONE"	"NONE"	"NOUN"	"POS"	"energy_AUTHOR"	"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed."	"CT+"
"wsj_0161.tml"	4	"e65"	"OCCURRENCE"	"charge"	"e65"	"NONE"	"NONE"	"NOUN"	"POS"	"AUTHOR"	"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed."	"Uu"
"wsj_0161.tml"	4	"e66"	"OCCURRENCE"	"costs"	"e66"	"NONE"	"NONE"	"NOUN"	"POS"	"energy_AUTHOR"	"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed."	"CT+"
"wsj_0161.tml"	4	"e66"	"OCCURRENCE"	"costs"	"e66"	"NONE"	"NONE"	"NOUN"	"POS"	"AUTHOR"	"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed."	"Uu"
"wsj_0161.tml"	4	"e7"	"REPORTING"	"said"	"e7"	"PAST"	"NONE"	"VERB"	"POS"	"AUTHOR"	"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed."	"CT+"
"wsj_0161.tml"	4	"e8"	"OCCURRENCE"	"record"	"e8"	"FUTURE"	"NONE"	"VERB"	"POS"	"energy_AUTHOR"	"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed."	"CT+"
"wsj_0161.tml"	4	"e8"	"OCCURRENCE"	"record"	"e8"	"FUTURE"	"NONE"	"VERB"	"POS"	"AUTHOR"	"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that wo n't be reimbursed."	"Uu"
"wsj_0161.tml"	5	"e15"	"REPORTING"	"said"	"e15"	"PAST"	"NONE"	"VERB"	"POS"	"AUTHOR"	"In addition, Hadson said it will write off about $3.5 million in costs related to international exploration leases where exploration efforts have been unsuccessful."	"CT+"
"wsj_0161.tml"	5	"e16"	"OCCURRENCE"	"write"	"e16"	"FUTURE"	"NONE"	"VERB"	"POS"	"Hadson_AUTHOR"	"In addition, Hadson said it will write off about $3.5 million in costs related to international exploration leases where exploration efforts have been unsuccessful."	"CT+"
"wsj_0161.tml"	5	"e16"	"OCCURRENCE"	"write"	"e16"	"FUTURE"	"NONE"	"VERB"	"POS"	"AUTHOR"	"In addition, Hadson said it will write off about $3.5 million in costs related to international exploration leases where exploration efforts have been unsuccessful."	"Uu"
"wsj_0161.tml"	5	"e29"	"STATE"	"unsuccessful"	"e29"	"PRESENT"	"PERFECTIVE"	"ADJECTIVE"	"POS"	"Hadson_AUTHOR"	"In addition, Hadson said it will write off about $3.5 million in costs related to international exploration leases where exploration efforts have been unsuccessful."	"CT+"
"wsj_0161.tml"	5	"e29"	"STATE"	"unsuccessful"	"e29"	"PRESENT"	"PERFECTIVE"	"ADJECTIVE"	"POS"	"AUTHOR"	"In addition, Hadson said it will write off about $3.5 million in costs related to international exploration leases where exploration efforts have been unsuccessful."	"Uu"
"wsj_0161.tml"	5	"e30"	"OCCURRENCE"	"exploration"	"e30"	"NONE"	"NONE"	"NOUN"	"POS"	"Hadson_AUTHOR"	"In addition, Hadson said it will write off about $3.5 million in costs related to international exploration leases where exploration efforts have been unsuccessful."	"CT+"
"wsj_0161.tml"	5	"e30"	"OCCURRENCE"	"exploration"	"e30"	"NONE"	"NONE"	"NOUN"	"POS"	"AUTHOR"	"In addition, Hadson said it will write off about $3.5 million in costs related to international exploration leases where exploration efforts have been unsuccessful."	"Uu"
"wsj_0161.tml"	6	"e20"	"REPORTING"	"cited"	"e20"	"PAST"	"NONE"	"VERB"	"POS"	"AUTHOR"	"The company also cited interest costs and amortization of goodwill as factors in the loss."	"CT+"
"wsj_0161.tml"	6	"e21"	"OCCURRENCE"	"amortization"	"e21"	"NONE"	"NONE"	"NOUN"	"POS"	"company_AUTHOR"	"The company also cited interest costs and amortization of goodwill as factors in the loss."	"CT+"
"wsj_0161.tml"	6	"e21"	"OCCURRENCE"	"amortization"	"e21"	"NONE"	"NONE"	"NOUN"	"POS"	"AUTHOR"	"The company also cited interest costs and amortization of goodwill as factors in the loss."	"Uu"
"wsj_0161.tml"	6	"e23"	"OCCURRENCE"	"loss"	"e23"	"NONE"	"NONE"	"NOUN"	"POS"	"company_AUTHOR"	"The company also cited interest costs and amortization of goodwill as factors in the loss."	"CT+"
"wsj_0161.tml"	6	"e23"	"OCCURRENCE"	"loss"	"e23"	"NONE"	"NONE"	"NOUN"	"POS"	"AUTHOR"	"The company also cited interest costs and amortization of goodwill as factors in the loss."	"CT+"
"wsj_0161.tml"	6	"e33"	"OCCURRENCE"	"costs"	"e33"	"NONE"	"NONE"	"NOUN"	"POS"	"company_AUTHOR"	"The company also cited interest costs and amortization of goodwill as factors in the loss."	"CT+"
"wsj_0161.tml"	6	"e33"	"OCCURRENCE"	"costs"	"e33"	"NONE"	"NONE"	"NOUN"	"POS"	"AUTHOR"	"The company also cited interest costs and amortization of goodwill as factors in the loss."	"Uu"
"wsj_0161.tml"	7	"e32"	"STATE"	"income"	"e32"	"NONE"	"NONE"	"NOUN"	"POS"	"AUTHOR"	"A year earlier, net income was $2.1 million, or six cents a share, on revenue of $169.9 million."	"CT+"
"CNN19980126.1600.1104.tml"	1	"e35"	"OCCURRENCE"	"cuts"	"e35"	"NONE"	"NONE"	"NOUN"	"POS"	"AUTHOR"	"Major job cuts at AT and T."	"CT+"
"CNN19980126.1600.1104.tml"	2	"e1"	"OCCURRENCE"	"slashing"	"e1"	"PRESPART"	"NONE"	"VERB"	"POS"	"AUTHOR"	"The long distance giant slashing up to eighteen thousand jobs, freezing executive salaries and shaking up management."	"CT+"
"CNN19980126.1600.1104.tml"	2	"e38"	"OCCURRENCE"	"freezing"	"e38"	"PRESENT"	"NONE"	"VERB"	"POS"	"AUTHOR"	"The long distance giant slashing up to eighteen thousand jobs, freezing executive salaries and shaking up management."	"CT+"
"CNN19980126.1600.1104.tml"	2	"e3"	"OCCURRENCE"	"shaking"	"e3"	"PRESENT"	"NONE"	"VERB"	"POS"	"AUTHOR"	"The long distance giant slashing up to eighteen thousand jobs, freezing executive salaries and shaking up management."	"CT+"
"CNN19980126.1600.1104.tml"	3	"e39"	"ASPECTUAL"	"changes"	"e39"	"NONE"	"NONE"	"NOUN"	"POS"	"AUTHOR"	"The changes are part of a one point six billion dollar cost cutting initiative to revitalize its position in the telecommunications business."	"CT+"
"CNN19980126.1600.1104.tml"	3	"e40"	"I_ACTION"	"initiative"	"e40"	"NONE"	"NONE"	"NOUN"	"POS"	"AUTHOR"	"The changes are part of a one point six billion dollar cost cutting initiative to revitalize its position in the telecommunications business."	"CT+"
"CNN19980126.1600.1104.tml"	3	"e41"	"OCCURRENCE"	"cutting"	"e41"	"NONE"	"NONE"	"NOUN"	"POS"	"AUTHOR"	"The changes are part of a one point six billion dollar cost cutting initiative to revitalize its position in the telecommunications business."	"NA"
"CNN19980126.1600.1104.tml"	3	"e4"	"OCCURRENCE"	"revitalize"	"e4"	"INFINITIVE"	"NONE"	"VERB"	"POS"	"AUTHOR"	"The changes are part of a one point six billion dollar cost cutting initiative to revitalize its position in the telecommunications business."	"Uu"
"CNN19980126.1600.1104.tml"	4	"e42"	"OCCURRENCE"	"drop"	"e42"	"NONE"	"NONE"	"NOUN"	"POS"	"AT_AUTHOR"	"Earlier AT and T also announced an eighteen percent drop in profits for the fourth quarter."	"CT+"
"CNN19980126.1600.1104.tml"	4	"e42"	"OCCURRENCE"	"drop"	"e42"	"NONE"	"NONE"	"NOUN"	"POS"	"AUTHOR"	"Earlier AT and T also announced an eighteen percent drop in profits for the fourth quarter."	"CT+"
"CNN19980126.1600.1104.tml"	4	"e43"	"STATE"	"profits"	"e43"	"NONE"	"NONE"	"NOUN"	"POS"	"AUTHOR"	"Earlier AT and T also announced an eighteen percent drop in profits for the fourth quarter."	"CT+"
"CNN19980126.1600.1104.tml"	4	"e7"	"REPORTING"	"announced"	"e7"	"PAST"	"NONE"	"VERB"	"POS"	"AUTHOR"	"Earlier AT and T also announced an eighteen percent drop in profits for the fourth quarter."	"CT+"
"CNN19980126.1600.1104.tml"	5	"e205"	"OCCURRENCE"	"shake"	"e205"	"NONE"	"NONE"	"NOUN"	"POS"	"force_AUTHOR"	"The company's sales force applauded the shake up."	"CT+"
"CNN19980126.1600.1104.tml"	5	"e205"	"OCCURRENCE"	"shake"	"e205"	"NONE"	"NONE"	"NOUN"	"POS"	"AUTHOR"	"The company's sales force applauded the shake up."	"CT+"
"CNN19980126.1600.1104.tml"	5	"e9"	"I_ACTION"	"applauded"	"e9"	"PAST"	"NONE"	"VERB"	"POS"	"AUTHOR"	"The company's sales force applauded the shake up."	"CT+"
"CNN19980126.1600.1104.tml"	6	"e206"	"STATE"	"used"	"e206"	"PRESENT"	"NONE"	"VERB"	"NEG"	"AUTHOR"	"It's not something we're not used to in the industry."	"CT+"
"CNN19980126.1600.1104.tml"	7	"e14"	"I_STATE"	"think"	"e14"	"PRESENT"	"NONE"	"VERB"	"POS"	"AUTHOR"	"But I think right now, for AT and T and the people here, it's fairly intense as you might w- well imagine."	"CT+"
"CNN19980126.1600.1104.tml"	7	"e46"	"STATE"	"intense"	"e46"	"PRESENT"	"NONE"	"ADJECTIVE"	"POS"	"AUTHOR"	"But I think right now, for AT and T and the people here, it's fairly intense as you might w- well imagine."	"PR+"
"CNN19980126.1600.1104.tml"	9	"e172"	"STATE"	"here"	"e172"	"NONE"	"NONE"	"OTHER"	"POS"	"AUTHOR"	"You know, since he's been here the stock skyrocketed so, Yeah I think he's doing the right thing."	"CT+"
"CNN19980126.1600.1104.tml"	9	"e22"	"OCCURRENCE"	"skyrocketed"	"e22"	"PAST"	"NONE"	"VERB"	"POS"	"AUTHOR"	"You know, since he's been here the stock skyrocketed so, Yeah I think he's doing the right thing."	"CT+"
